ID	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)
MAG01406	k__Bacteria (UID203)	5449	103	57	53.67	0	0	1812325	24738	1823	1823	7248	369	293	280	2458	2304
MAG01408	c__Clostridia (UID1118)	387	223	124	95.81	0	0	2291355	19579	2122	2122	90653	386	318	308	2942	2834
MAG01409	o__Clostridiales (UID1212)	172	263	149	70.07	3.98	0	1199043	23987	1286	1286	94046	350	276	258	2488	2252
MAG01411	o__Clostridiales (UID1212)	172	263	149	97.05	0	0	2258159	27581	2018	2018	295775	407	338	324	2691	2539
MAG01413	o__Clostridiales (UID1212)	172	261	147	98.41	0.68	0	2433937	25120	2135	2135	16419	386	324	312	2104	1983
MAG01415	p__Bacteroidetes (UID2605)	350	316	210	96.43	0.26	0	3010426	42603	2427	2427	89517	444	375	357	2053	1937
MAG01416	k__Bacteria (UID2329)	174	149	89	69.1	1.12	0	963592	23087	1024	1024	43884	357	286	264	1427	1339
MAG01418	o__Clostridiales (UID1212)	172	263	149	58.63	2.24	25	1252384	10794	1512	1512	3347	312	245	238	1483	1440
MAG01419	c__Clostridia (UID1118)	387	223	124	99.17	1.48	33.33	1699015	18672	1668	1668	21734	368	306	295	2553	2480
MAG01420	k__Bacteria (UID203)	5449	102	56	52.68	2.68	100	1814036	17938	2093	2093	4239	321	255	246	1267	1227
MAG01421	o__Clostridiales (UID1226)	155	278	158	97.79	0.63	0	2951374	35044	2711	2711	51047	397	323	310	3525	3247
MAG01422	f__Bifidobacteriaceae (UID1458)	77	464	220	98.64	0.7	100	1967464	20658	1637	1637	77679	420	356	343	3112	3020
MAG01423	o__Clostridiales (UID1212)	172	263	149	58.19	0.06	0	1101148	12280	1320	1320	3153	332	256	247	1172	1136
MAG01424	k__Bacteria (UID2329)	174	149	89	92.42	1.69	0	1155781	27081	1205	1205	627772	350	292	269	4071	3678
MAG01426	o__Clostridiales (UID1212)	172	263	149	87.02	1.63	100	1773240	16224	1671	1671	20024	367	301	291	3462	3278
MAG01427	o__Clostridiales (UID1120)	304	250	143	99.3	1.86	0	2954309	30517	2550	2550	30537	400	338	326	2537	2436
MAG01433	o__Clostridiales (UID1212)	172	263	149	96.58	0.67	0	2280061	29694	2271	2271	19394	368	304	291	2181	2067
MAG01435	k__Bacteria (UID2329)	174	149	89	91.57	1.12	0	1170139	27619	1241	1241	119838	336	287	265	1515	1409
MAG01437	p__Actinobacteria (UID2112)	31	211	124	92.56	2.22	80	2119248	17942	2071	2071	10105	366	301	292	1979	1892
MAG01438	o__Bacteroidales (UID2657)	160	492	269	93.9	0.37	0	2714183	37340	2039	2039	24223	447	368	350	3248	3043
MAG01439	k__Bacteria (UID203)	5449	104	58	56.38	0	0	2689896	38743	2301	2301	16088	437	357	340	1774	1682
MAG01441	o__Clostridiales (UID1212)	172	261	147	75.06	1.36	100	1932421	18601	1976	1976	6742	358	291	282	1436	1384
MAG01442	f__Bifidobacteriaceae (UID1458)	77	464	220	90.48	0.23	0	1953060	21280	1571	1571	62540	427	364	350	3111	3010
MAG01443	o__Bacteroidales (UID2617)	213	406	265	99.12	0.5	50	3392212	54708	2752	2752	38262	440	369	349	2489	2290
MAG01445	f__Enterobacteriaceae (UID5124)	134	1173	336	99.83	0.12	0	4841926	57262	4494	4494	85224	383	318	305	6926	6430
MAG01446	o__Selenomonadales (UID1024)	64	334	167	99.4	0.6	0	2278754	28182	2179	2179	61970	378	307	295	3178	2909
MAG01447	f__Lachnospiraceae (UID1286)	57	420	207	82.94	1.45	50	2078519	29778	2341	2341	4598	327	267	254	1417	1338
MAG01448	o__Clostridiales (UID1212)	172	263	149	77.24	3.15	33.33	1276222	11374	1282	1282	17599	368	303	294	1423	1372
MAG01449	o__Clostridiales (UID1212)	172	263	149	98.66	0.34	0	2189511	36352	2112	2112	42299	372	300	283	2059	1839
MAG01453	o__Clostridiales (UID1212)	172	263	149	98.66	0.34	0	2283044	37972	2163	2163	100485	377	307	289	1923	1777
MAG01459	o__Clostridiales (UID1212)	172	263	149	91.23	0.06	0	2101332	19118	1929	1929	17805	386	317	308	2647	2551
MAG01467	o__Clostridiales (UID1212)	172	263	149	93.79	0	0	2268741	21120	2240	2240	110379	373	302	292	2840	2698
MAG01487	g__Bacteroides (UID2691)	33	839	309	99.46	1.4	0	6513530	107217	4889	4889	185224	490	407	385	2041	1954
MAG01489	o__Clostridiales (UID1212)	172	263	149	94.52	0.67	100	2443921	27595	2626	2626	8575	343	274	264	2487	2385
MAG01490	o__Lactobacillales (UID355)	490	334	183	98.63	0	0	1729524	20191	1719	1719	21142	345	291	280	1491	1433
MAG01491	o__Clostridiales (UID1212)	172	263	149	98.96	0	0	2473653	22155	2345	2345	45571	385	309	299	1563	1489
MAG01492	f__Bifidobacteriaceae (UID1462)	65	476	217	68.76	1.9	0	1722503	17279	1908	1908	3627	336	266	257	1947	1819
MAG01494	f__Bifidobacteriaceae (UID1458)	77	464	220	99.27	0.34	0	2235630	24324	1880	1880	50513	412	345	332	3111	3010
MAG01496	o__Clostridiales (UID1226)	155	278	158	93.18	1.16	33.33	3079096	33073	3108	3108	13085	362	298	288	2138	2093
MAG01497	o__Clostridiales (UID1226)	155	278	158	51.53	2.03	0	1536861	19744	1747	1747	2696	335	263	252	1363	1278
MAG01498	o__Clostridiales (UID1212)	172	263	149	100	1.01	0	2183671	34453	2083	2083	180253	370	307	291	2444	2301
MAG01500	k__Bacteria (UID2372)	131	177	106	84.86	1.93	33.33	1723546	23707	2169	2169	4449	304	243	232	1253	1198
MAG01508	p__Bacteroidetes (UID2605)	350	314	208	97.68	0.04	50	3423766	41702	2837	2837	52320	445	367	352	2228	2176
MAG01511	f__Lachnospiraceae (UID1255)	90	354	174	98.85	4.31	0	7342111	90950	6391	6391	68273	411	345	331	2815	2697
MAG01512	p__Proteobacteria (UID3887)	1487	255	158	96.89	0	0	2711839	32299	2655	2655	15873	368	300	288	3242	2919
MAG01514	o__Clostridiales (UID1212)	172	261	147	98.64	0	0	3378081	34224	3098	3098	100968	393	329	318	3309	3138
MAG01517	o__Bacteroidales (UID2621)	198	427	260	99.36	0	0	6356292	103369	5015	5015	99126	464	385	365	2615	2478
MAG01520	o__Clostridiales (UID1226)	155	278	158	98.93	0.63	0	3055775	36096	2713	2713	176708	407	332	319	2591	2472
MAG01524	o__Selenomonadales (UID1024)	64	334	167	100	0	0	2067653	27786	1909	1909	151663	377	320	305	3448	3034
MAG01525	f__Lachnospiraceae (UID1286)	57	420	207	89.81	1.53	16.67	2820123	35724	2661	2662	16855	388	319	305	2733	2570
MAG01527	o__Clostridiales (UID1212)	172	263	149	97.63	1.68	0	2505543	29022	2451	2451	44439	357	296	284	1780	1656
MAG01529	o__Clostridiales (UID1212)	172	260	146	68.89	0.13	0	1847414	25592	2313	2313	2756	297	236	225	1190	1133
MAG01532	o__Clostridiales (UID1212)	172	263	149	98.66	0	0	2724096	43421	2597	2597	139288	382	316	299	2317	2124
MAG01535	g__Streptococcus (UID561)	89	679	295	87.78	0.15	0	1785563	21790	1912	1912	9402	333	280	269	1765	1661
MAG01536	o__Clostridiales (UID1212)	172	257	149	95.64	0	0	3188693	27723	3158	3158	37558	377	300	292	3466	3308
MAG01540	o__Clostridiales (UID1226)	155	278	158	85.93	0.81	0	2271093	23922	2271	2271	12799	367	298	288	2797	2688
MAG01544	o__Clostridiales (UID1226)	155	278	158	99.37	0	0	3317152	40402	3102	3102	191346	387	316	303	2758	2635
MAG01547	o__Selenomonadales (UID1024)	64	334	167	99.98	1.5	0	2472693	31587	2276	2276	97102	392	326	312	2688	2537
MAG01548	g__Staphylococcus (UID298)	56	805	176	99.62	0	0	2397574	39380	2395	2395	56747	347	289	272	2157	1965
MAG01551	s__difficile (UID1169)	60	1183	308	98.49	0.94	0	4112615	73425	3806	3806	184556	363	304	285	2368	2176
MAG01552	f__Lachnospiraceae (UID1256)	33	333	171	99.42	0	0	3426897	42933	3393	3393	74826	376	307	294	2333	2196
MAG01559	g__Streptococcus (UID561)	89	679	295	65.2	1.53	38.46	1277015	15230	1324	1324	7032	333	281	270	1406	1320
MAG01565	p__Actinobacteria (UID2112)	31	211	124	98.25	0	0	1783718	14907	1533	1533	30761	403	342	332	2614	2497
MAG01570	o__Bacteroidales (UID2621)	198	427	260	99.42	0	0	4352112	65425	3625	3625	85171	432	365	347	2473	2294
MAG01579	o__Clostridiales (UID1212)	172	257	149	97.32	0.69	0	2339494	20062	2322	2322	23210	358	295	287	1713	1598
MAG01601	c__Deltaproteobacteria (UID3218)	61	284	169	98.82	0	0	2993205	25383	2447	2447	262485	414	341	331	3421	3256
MAG01602	p__Actinobacteria (UID2112)	31	211	124	100	0.4	0	2670989	21849	2195	2195	42074	409	340	330	3881	3638
MAG01617	f__Enterobacteriaceae (UID5162)	88	1207	328	82.63	1.97	72.73	3357500	37827	3756	3756	4304	327	266	256	1487	1430
MAG01623	p__Bacteroidetes (UID2605)	350	314	208	100	0	0	2917512	35773	2391	2391	305088	417	363	348	2236	2090
MAG01624	o__Clostridiales (UID1212)	172	263	149	94.63	0	0	3024067	23305	2818	2818	159172	365	299	290	2578	2485
MAG01627	o__Clostridiales (UID1212)	172	257	149	68.38	4.14	8.33	1910347	17496	1875	1875	12959	371	307	298	2881	2765
MAG01629	o__Clostridiales (UID1226)	155	278	158	63.29	1.27	0	4378317	47204	4430	4430	6743	354	297	286	4058	3915
MAG01630	o__Clostridiales (UID1212)	172	263	149	98.66	0	0	2442237	22744	2458	2458	167148	356	296	286	3239	3101
MAG01633	f__Lachnospiraceae (UID1256)	33	333	171	99.4	0.39	50	3869587	47787	3669	3670	86626	376	320	307	2461	2370
MAG01647	f__Lachnospiraceae (UID1256)	33	333	171	91.81	0.29	0	2089099	25141	2071	2071	77214	368	307	295	1503	1442
MAG01652	o__Clostridiales (UID1212)	172	263	149	98.66	0	0	3048154	29132	2900	2900	59350	370	307	297	2435	2373
MAG01656	o__Clostridiales (UID1212)	172	263	149	97.99	0	0	2054176	23021	1982	1982	195826	379	305	293	1695	1612
MAG01660	o__Clostridiales (UID1226)	155	278	158	98.69	0.37	100	2769998	31829	2531	2531	47992	384	316	303	3391	3272
MAG01662	p__Bacteroidetes (UID2605)	350	314	208	60.13	1.92	25	1294770	15172	1462	1462	3011	329	266	255	1555	1490
MAG01664	o__Clostridiales (UID1212)	172	263	149	93.02	0.34	0	2426223	21138	2221	2221	78255	384	315	306	1948	1839
MAG01676	p__Actinobacteria (UID2112)	31	211	124	99.19	0	0	3769044	30347	3180	3180	70236	416	343	334	3772	3640
MAG01681	f__Actinomycetaceae (UID1531)	42	420	211	65.95	1.23	16.67	1210423	9599	1436	1436	3597	320	257	250	1712	1607
MAG01682	o__Clostridiales (UID1212)	172	263	149	93.29	0.67	0	2514401	24055	2243	2243	132557	392	327	317	3024	2846
MAG01683	o__Clostridiales (UID1342)	32	340	177	59.67	4.28	83.33	3766480	41199	4366	4366	3434	323	260	251	1544	1473
MAG01687	f__Lachnospiraceae (UID1256)	33	333	171	98.64	0	0	3661410	42696	3458	3458	177210	377	324	312	3718	3505
MAG01688	f__Bifidobacteriaceae (UID1462)	65	476	217	99.1	0.81	66.67	2307334	23129	1982	1982	82606	416	340	328	3173	3077
MAG01692	p__Bacteroidetes (UID2605)	350	314	208	52.04	3.12	0	1501302	17443	1898	1898	2193	289	232	222	1245	1192
MAG01693	k__Bacteria (UID2372)	131	177	106	98.11	0.54	25	2267367	35971	2334	2334	126259	353	290	275	2613	2474
MAG01695	p__Actinobacteria (UID2112)	31	211	124	100	0.81	0	2131446	19241	1846	1846	54516	393	336	326	3574	3314
MAG01698	o__Clostridiales (UID1212)	172	260	146	58.87	1.37	0	1565451	21723	1925	1925	2453	314	242	231	1905	1799
MAG01702	o__Clostridiales (UID1226)	155	278	158	83.85	2.03	0	2364837	30666	2235	2235	9581	396	319	305	3473	3300
MAG01703	f__Bifidobacteriaceae (UID1458)	77	464	220	81.03	1.29	50	1493191	15134	1283	1283	26430	410	345	333	3113	3021
MAG01715	p__Actinobacteria (UID2112)	31	211	124	89.65	0.08	100	3253912	26189	2976	2976	25984	394	319	310	3828	3692
MAG01716	o__Clostridiales (UID1212)	172	263	149	59.74	1.63	0	1701299	12112	2159	2159	2712	279	217	212	1023	1007
MAG01721	g__Bacteroides (UID2691)	33	839	309	98.77	0.59	0	6286403	99676	4963	4963	126100	463	382	362	2058	1945
MAG01722	c__Deltaproteobacteria (UID3218)	61	284	169	76.4	0	0	2716733	22119	3146	3146	3455	321	246	239	1388	1341
MAG01723	o__Clostridiales (UID1212)	172	261	147	98.64	0	0	3389971	31493	3119	3119	197197	383	318	308	3251	3045
MAG01724	o__Clostridiales (UID1212)	172	263	149	98.66	0	0	2996451	26197	3026	3026	217507	355	289	281	3013	2887
MAG01729	p__Bacteroidetes (UID2605)	350	314	208	100	0	0	3403941	41570	2741	2741	501569	444	375	359	2311	2212
MAG01730	f__Bifidobacteriaceae (UID1462)	65	476	217	100	0.12	0	2292297	23137	1923	1923	100264	421	350	338	2752	2593
MAG01735	k__Bacteria (UID203)	5449	104	58	57.92	0	0	4493413	70955	3803	3803	16431	435	356	337	2014	1914
MAG01745	p__Actinobacteria (UID2112)	31	211	124	100	0.27	0	3276264	25187	2834	2834	87800	411	340	331	3539	3395
MAG01748	p__Bacteroidetes (UID2605)	350	314	208	100	0	0	2747543	32786	2190	2190	350643	429	368	353	2246	2105
MAG01749	k__Bacteria (UID2372)	131	177	106	100	0	0	3991619	46393	3880	3880	93069	348	293	281	2430	2267
MAG01752	g__Staphylococcus (UID294)	60	773	178	99.7	0	0	2389604	38659	2252	2252	144946	356	297	280	10183	8930
MAG01761	o__Lactobacillales (UID544)	293	475	267	100	0	0	2152425	27846	2081	2081	231820	365	308	295	3648	3403
MAG01763	o__Pseudomonadales (UID4488)	185	813	308	99.51	0.16	0	6268831	49541	5774	5774	652923	389	326	318	4992	4898
MAG01767	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.77	33.33	4521142	50358	4293	4293	301836	380	315	304	3602	3349
MAG01768	f__Bifidobacteriaceae (UID1460)	70	502	225	99.89	0	0	2125235	20017	1769	1769	159027	422	359	347	3141	3061
MAG01769	f__Lachnospiraceae (UID1286)	57	420	207	99.28	0.72	0	3879976	53350	3682	3682	119815	380	309	295	2495	2396
MAG01770	k__Bacteria (UID203)	5449	104	58	57.76	0	0	3146250	33353	3115	3115	11209	336	280	269	1322	1269
MAG01778	p__Actinobacteria (UID2112)	31	211	124	94.4	0.81	0	2747146	21690	2711	2711	19411	358	293	285	1819	1767
MAG01779	o__Selenomonadales (UID1024)	64	334	167	100	0	0	2080584	27859	1883	1883	305263	380	326	311	3446	3036
MAG01780	o__Lactobacillales (UID374)	471	350	191	66.92	2.24	33.33	1492854	24071	1814	1814	3589	294	242	228	1981	1833
MAG01781	g__Bacteroides (UID2691)	33	839	309	99.46	0.95	0	6134919	97087	4942	4942	185129	454	374	354	2352	2182
MAG01784	o__Clostridiales (UID1120)	304	247	141	99.29	0	0	1657678	22651	1634	1634	56582	379	310	296	2720	2552
MAG01793	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.39	0	4825138	56871	4447	4447	148102	386	320	307	6325	5874
MAG01802	f__Lachnospiraceae (UID1256)	33	333	171	99.42	0	0	2926925	35978	2820	2820	168432	384	316	303	2554	2437
MAG01806	o__Bacteroidales (UID2621)	198	427	260	99.62	0.51	0	4296718	64772	3473	3473	221314	449	372	354	3190	2961
MAG01839	g__Bacteroides (UID2691)	33	839	309	98.26	0.27	33.33	6858568	112858	5391	5391	220251	478	386	365	2063	1910
MAG01840	g__Bacteroides (UID2691)	33	839	309	92.02	1.1	75	5101789	82304	3992	3992	75402	466	386	366	2056	1922
MAG01857	o__Bacteroidales (UID2657)	160	492	269	98.37	0.19	100	4267320	63943	3414	3414	167756	453	381	362	2303	2158
MAG01863	o__Clostridiales (UID1226)	155	276	157	94.78	0	0	2422965	28092	2133	2133	46366	397	328	315	2962	2840
MAG01865	o__Clostridiales (UID1226)	155	277	157	72.15	0.36	33.33	1676448	26954	1974	1974	3744	318	263	249	1186	1116
MAG01868	o__Clostridiales (UID1226)	155	278	158	96.52	0	0	1981631	27222	1863	1863	82137	386	329	315	6058	5594
MAG01870	p__Actinobacteria (UID2112)	31	211	124	54.25	1.69	33.33	1243755	8996	1420	1420	2598	331	256	250	1264	1213
MAG01871	o__Clostridiales (UID1226)	155	276	157	77.83	0.06	100	1768541	21372	1626	1626	16044	384	320	307	2801	2641
MAG01873	f__Actinomycetaceae (UID1531)	42	420	211	51.64	1.42	25	1735167	8296	1802	1802	2872	365	283	278	2013	1970
MAG01874	k__Bacteria (UID1452)	924	161	108	58.02	1.85	50	678600	8856	696	696	22275	365	297	284	2690	2477
MAG01877	k__Bacteria (UID203)	5449	104	58	53.09	0	0	1649130	11355	1512	1512	13267	400	321	314	2440	2394
MAG01880	o__Lactobacillales (UID355)	490	333	183	79.01	1.07	75	1562971	20105	1638	1638	9199	340	280	268	2821	2657
MAG01881	p__Actinobacteria (UID2112)	31	211	124	66.4	0.92	100	951799	10239	918	918	9463	379	302	290	1532	1430
MAG01882	f__Neisseriaceae (UID3890)	69	657	443	59.21	1.52	40	1286621	15518	1655	1655	2267	291	225	216	1230	1157
MAG01888	p__Actinobacteria (UID2112)	31	211	124	62.17	3.99	63.64	926488	10188	1005	1005	3241	343	276	266	1532	1404
MAG01890	o__Clostridiales (UID1120)	304	247	141	75.52	0.71	100	1344424	18733	1595	1595	3533	311	251	240	1516	1415
MAG01895	k__Bacteria (UID203)	5449	104	58	98.28	1.88	0	4614322	62222	4594	4594	63682	341	291	277	2726	2547
MAG01896	f__Bifidobacteriaceae (UID1458)	77	463	220	100	0	0	1753454	20002	1479	1479	333474	410	344	330	3100	3006
MAG01907	p__Proteobacteria (UID3887)	1487	256	161	100	0	0	2853059	25199	2339	2339	68529	422	352	341	4202	3991
MAG01909	o__Clostridiales (UID1226)	155	278	158	98.1	0.32	0	3281153	40432	3017	3018	57223	386	320	307	1952	1837
MAG01910	o__Clostridiales (UID1212)	172	257	149	71.97	0.71	66.67	2442031	21612	3115	3115	3022	304	234	227	1132	1088
MAG01918	g__Streptococcus (UID561)	89	679	295	54.41	1.45	53.85	1005422	12084	1325	1325	2460	282	225	216	1170	1117
MAG01923	o__Selenomonadales (UID1024)	64	334	167	96.41	0	0	1938536	25944	1782	1782	240228	375	320	305	3426	3004
MAG01924	g__Lactobacillus (UID436)	31	586	184	57.12	0.41	50	1582366	17781	2149	2149	2400	263	208	200	1069	1013
MAG01926	o__Clostridiales (UID1212)	172	263	149	72.33	2.91	0	3137154	42707	3648	3648	5643	317	253	241	1627	1549
MAG01927	f__Actinomycetaceae (UID1531)	42	420	211	66.03	0.75	50	1528527	10603	1777	1777	2710	326	253	247	1407	1344
MAG01936	f__Actinomycetaceae (UID1531)	42	420	211	82.35	1.54	0	2638307	13117	2618	2618	3942	382	293	288	2013	1973
MAG01944	g__Bacteroides (UID2691)	33	839	309	99.14	0.24	0	6073803	95712	4745	4745	253720	465	386	366	2041	1933
MAG01950	p__Bacteroidetes (UID2605)	350	314	208	100	0	0	2713713	27756	2222	2222	198998	408	344	332	2242	2110
MAG01956	o__Clostridiales (UID1212)	172	263	149	88.59	0.67	0	2056875	18356	1978	1978	88533	381	306	296	2860	2779
MAG01958	k__Bacteria (UID2566)	525	208	136	82.9	0	0	1962047	23056	2138	2138	8071	340	276	265	1495	1447
MAG01959	o__Clostridiales (UID1212)	172	263	149	54.01	2.68	11.11	1901773	24350	1851	1851	12383	364	289	276	2473	2309
MAG01961	k__Bacteria (UID2569)	434	278	186	99.46	0.54	0	3959209	60424	3414	3414	89057	414	349	331	1906	1785
MAG01964	k__Bacteria (UID203)	5449	103	57	51.04	1.75	0	2389347	26910	3324	3324	2382	256	206	198	1070	1037
MAG01967	g__Streptococcus (UID684)	26	668	229	93.46	2.86	72.22	1833419	23899	1917	1917	12174	338	280	268	1465	1402
MAG01971	p__Bacteroidetes (UID2605)	350	314	208	93.29	0.72	0	2658611	30815	2327	2327	26611	412	343	330	1751	1693
MAG01974	f__Bifidobacteriaceae (UID1462)	65	476	217	98.04	0	0	2055242	18846	1726	1726	195014	420	343	332	3134	3039
MAG01975	o__Clostridiales (UID1120)	304	250	143	90.48	0	0	1478972	22130	1376	1376	70647	394	324	308	6576	6157
MAG01976	f__Bifidobacteriaceae (UID1458)	77	464	220	100	0.91	0	2345202	25807	2004	2004	150929	413	342	329	3111	3010
MAG01977	o__Clostridiales (UID1212)	172	263	149	56.65	1.06	0	1783533	15280	2174	2174	3471	312	246	239	1346	1320
MAG01979	c__Clostridia (UID1118)	387	223	124	91.1	0.86	0	1929986	22101	1671	1671	110109	426	352	339	5135	4901
MAG01980	o__Clostridiales (UID1212)	172	263	149	52.34	3.51	0	2192973	22837	3053	3053	2215	262	200	193	1400	1309
MAG01982	o__Clostridiales (UID1212)	172	263	149	99.33	0.67	0	2134414	33160	2021	2021	1484723	380	309	292	2444	2301
MAG01984	o__Clostridiales (UID1226)	155	278	158	98.95	0.63	0	3039477	35856	2687	2687	108060	408	335	321	1608	1538
MAG01986	f__Lachnospiraceae (UID1256)	33	333	171	84.67	2.11	44.44	1752458	20745	1615	1615	15894	381	311	298	2829	2667
MAG01990	p__Firmicutes (UID1022)	100	295	158	72.78	0.63	100	1397384	14726	1389	1389	19816	347	294	283	1636	1549
MAG01996	o__Clostridiales (UID1226)	155	278	158	97.98	0.75	33.33	2932833	34636	2671	2671	53931	398	325	312	1976	1878
MAG01997	g__Streptococcus (UID684)	26	668	229	90.97	1.74	40	1898492	25747	2068	2068	8129	330	270	258	1842	1753
MAG02000	o__Clostridiales (UID1226)	155	278	158	71.77	4.58	18.18	2879789	37987	3367	3367	4847	321	258	247	2596	2498
MAG02010	o__Selenomonadales (UID1024)	64	334	167	53.79	0.6	0	1586692	23328	2003	2003	2568	300	233	222	2344	2184
MAG02012	o__Clostridiales (UID1212)	172	263	149	51.49	1.17	0	1816500	18631	2460	2460	2517	272	210	203	1264	1216
MAG02013	k__Bacteria (UID2982)	88	229	147	97.96	0	0	2713359	28964	2305	2305	376969	412	347	335	3262	3170
MAG02036	o__Clostridiales (UID1226)	155	278	158	99.37	0	0	3657964	47094	3350	3350	59904	390	315	301	2995	2854
MAG02039	f__Lachnospiraceae (UID1286)	57	420	207	96.4	0.24	100	3794313	52786	3671	3672	30775	378	306	291	1963	1804
MAG02046	f__Bifidobacteriaceae (UID1458)	77	464	220	99.7	0.68	0	2193011	23703	1782	1782	201456	426	359	346	3111	3010
MAG02047	o__Clostridiales (UID1212)	172	263	149	92.43	1.68	33.33	2237112	22304	2193	2193	21730	380	302	292	2092	1968
MAG02049	o__Lactobacillales (UID544)	293	475	267	98.94	4.74	0	4413300	58952	4466	4466	44188	337	287	274	2300	2181
MAG02055	p__Actinobacteria (UID2112)	31	211	124	62.96	0.27	0	2210939	17340	2641	2641	3226	304	241	235	1208	1177
MAG02056	f__Lachnospiraceae (UID1255)	90	354	174	97.13	3.83	11.11	6687263	79504	5899	5899	99448	409	339	325	3106	2922
MAG02057	o__Bacteroidales (UID2621)	198	427	260	87.1	2.5	14.29	5891612	94925	4984	4984	21040	442	359	340	2395	2241
MAG02063	p__Bacteroidetes (UID2605)	350	314	208	67.06	1.92	0	1971313	22064	2271	2271	3125	329	259	249	1270	1218
MAG02066	k__Bacteria (UID203)	5449	102	56	57.31	3.57	100	4414560	49087	5469	5469	2901	303	240	231	2102	2019
MAG02068	o__Clostridiales (UID1212)	172	257	149	95.41	0.92	0	3831698	34349	4059	4059	13771	351	281	273	2598	2501
MAG02071	f__Enterobacteriaceae (UID5124)	134	1173	336	96.95	3.44	42.42	5846871	66865	5630	5630	87140	367	305	293	3740	3448
MAG02074	f__Enterobacteriaceae (UID5121)	138	1162	336	95.33	0.47	50	5043274	50533	4760	4760	64731	369	314	304	1650	1590
MAG02076	g__Bacteroides (UID2691)	33	839	309	94.85	0.13	100	5303569	85324	4097	4097	70991	472	391	370	2009	1909
MAG02078	o__Bacteroidales (UID2657)	160	492	269	98.72	0.12	0	4309605	64535	3443	3443	227990	455	382	363	1966	1875
MAG02080	k__Bacteria (UID203)	5449	104	58	51.72	3.45	100	3340693	38049	4139	4139	3702	293	231	222	1458	1395
MAG02085	p__Actinobacteria (UID2112)	31	211	124	91.59	2.49	60	2964640	23798	2999	2999	7417	354	287	279	1932	1862
MAG02088	o__Selenomonadales (UID1024)	64	334	167	100	0.2	0	2103215	28618	1932	1932	523929	379	322	307	3444	3031
MAG02090	o__Clostridiales (UID1226)	155	278	158	97.68	0.63	0	2807248	32785	2502	2502	35645	407	332	319	1608	1533
MAG02096	o__Clostridiales (UID1212)	172	263	149	94.63	0.22	0	2149679	19899	2109	2109	87197	373	304	294	2881	2739
MAG02098	k__Bacteria (UID203)	5449	103	57	57.89	0	0	1919810	22594	2123	2123	4128	332	270	259	2200	2083
MAG02105	k__Bacteria (UID203)	5449	104	58	61.55	1.72	100	5422629	88403	4332	4332	25524	470	382	362	1995	1905
MAG02111	k__Bacteria (UID203)	5449	103	57	53.27	2.63	50	2136112	26414	2213	2214	4689	363	292	280	2733	2570
MAG02113	o__Clostridiales (UID1226)	155	278	158	99.04	0.63	0	2880576	37139	2558	2558	34466	416	337	323	3285	3051
MAG02115	o__Clostridiales (UID1212)	172	263	149	99.33	0.67	100	2641820	36380	2333	2333	192238	409	335	319	2769	2620
MAG02118	o__Clostridiales (UID1212)	172	261	147	100	0	0	2476041	25778	2293	2293	133363	386	318	307	2624	2521
MAG02121	p__Proteobacteria (UID3887)	1487	256	161	100	0.62	0	2252624	18459	2008	2008	33792	403	325	315	1870	1841
MAG02125	p__Bacteroidetes (UID2605)	350	314	208	100	0	0	3273569	39632	2657	2657	366994	438	372	357	2014	1922
MAG02130	o__Clostridiales (UID1212)	172	261	147	82.84	1.36	50	2839925	25757	3355	3355	5085	314	247	239	1228	1196
MAG02135	o__Clostridiales (UID1226)	155	278	158	86.37	0.16	12.5	2738496	34226	2621	2621	10209	374	304	290	2425	2254
MAG02137	o__Clostridiales (UID1212)	172	263	149	98.66	0	0	2703009	42806	2545	2545	102870	385	319	302	2110	1999
MAG02138	o__Clostridiales (UID1212)	172	263	149	94.05	1.01	50	3732755	39305	3923	3923	17470	344	272	262	1512	1441
MAG02142	k__Bacteria (UID2372)	131	177	106	100	0.47	100	2112482	32140	2129	2129	21713	358	300	285	1862	1706
MAG02143	o__Clostridiales (UID1226)	155	278	158	86.32	0	0	2731582	34415	2474	2474	15647	385	318	305	2785	2656
MAG02147	o__Clostridiales (UID1212)	172	263	149	99.33	0	0	2238382	39315	2115	2116	143441	383	319	300	2785	2520
MAG02148	o__Clostridiales (UID1212)	172	263	149	97.99	0	0	2603598	29951	2303	2303	171681	403	332	319	9045	8491
MAG02149	o__Clostridiales (UID1212)	172	263	149	89.34	2.82	16.67	2293798	29815	2498	2498	10214	334	276	264	2181	2071
MAG02150	o__Clostridiales (UID1212)	172	263	149	98.66	0.67	0	2086930	32749	1947	1947	224615	381	313	296	2444	2302
MAG02151	c__Deltaproteobacteria (UID3218)	61	284	169	65.9	1.6	0	2485898	19814	3045	3045	3140	295	229	222	1444	1402
MAG02157	c__Epsilonproteobacteria (UID3065)	111	442	270	86.57	1.71	77.78	1543016	25743	1790	1790	5330	320	264	250	1708	1571
MAG02158	f__Veillonellaceae (UID1033)	26	623	289	92.28	4	44.83	2213757	22615	2466	2466	5835	340	275	266	3007	2777
