ID	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)
MAG00511	o__Clostridiales (UID1212)	172	263	149	97.99	0.67	0	2844365	51232	2483	2483	98562	425	348	328	13293	12268
MAG00512	f__Lachnospiraceae (UID1286)	57	420	207	92.49	3.12	22.22	2707216	36884	2552	2552	28409	386	315	300	2824	2626
MAG00513	o__Clostridiales (UID1212)	172	263	149	97.63	0.34	0	1957498	27489	1803	1803	153848	389	324	309	2197	2023
MAG00514	f__Lachnospiraceae (UID1256)	33	333	171	97.66	0	0	2467493	31636	2165	2165	83810	414	341	327	4108	3853
MAG00515	o__Clostridiales (UID1120)	304	247	141	91.49	0.71	100	1222610	15870	1274	1275	8995	358	295	282	1350	1277
MAG00516	f__Lachnospiraceae (UID1256)	33	333	171	81.41	3.76	23.53	1980682	24122	1875	1875	53127	372	313	300	1624	1500
MAG00517	o__Clostridiales (UID1212)	172	263	149	97.32	0.34	0	2293871	37926	2198	2198	73342	373	303	286	2147	1919
MAG00518	o__Selenomonadales (UID1024)	64	334	167	100	1.5	0	2355088	30476	2183	2183	174461	386	325	311	5629	5174
MAG00519	o__Clostridiales (UID1212)	172	263	149	94.05	0.69	33.33	2271501	30136	2266	2266	11124	378	306	292	2011	1877
MAG00520	o__Clostridiales (UID1212)	172	263	149	78.77	0.67	33.33	1404671	13148	1445	1445	9331	357	288	279	1911	1831
MAG00521	o__Clostridiales (UID1212)	172	263	149	90.32	0.67	0	2558991	32224	2660	2660	5501	368	291	278	2206	2075
MAG00522	o__Bacteroidales (UID2657)	160	491	268	91.98	0.37	0	3046333	47116	2496	2496	67740	435	369	350	1607	1558
MAG00523	o__Selenomonadales (UID1024)	64	334	167	99.01	2.1	0	2195176	27895	2154	2154	17608	375	308	295	4100	3776
MAG00524	o__Clostridiales (UID1212)	172	260	146	96.58	0	0	2461105	33974	2381	2381	18987	386	307	292	2152	2002
MAG00525	o__Clostridiales (UID1212)	172	263	149	87.77	2.68	50	2232888	36962	2084	2084	17899	388	328	310	2227	2057
MAG00526	p__Bacteroidetes (UID2605)	350	314	208	99.52	1.44	0	2266990	25228	1995	1995	72629	401	327	315	1590	1484
MAG00527	o__Clostridiales (UID1212)	172	263	149	93.85	1.24	75	2293320	39065	2227	2227	9370	365	304	286	2400	2236
MAG00528	p__Actinobacteria (UID2112)	31	211	124	96.59	1.69	0	2006111	18002	1812	1812	15746	389	324	314	3557	3302
MAG00529	o__Clostridiales (UID1212)	172	263	149	96.88	0	0	2626778	42204	2490	2490	73084	386	319	302	2110	2000
MAG00530	p__Proteobacteria (UID3887)	1487	256	160	82.57	2.4	33.33	1818547	17956	1982	1982	3873	346	276	267	1835	1719
MAG00531	o__Clostridiales (UID1212)	172	263	149	93.52	1.03	33.33	2486321	33704	2348	2348	10835	393	318	303	5246	4969
MAG00532	o__Bacteroidales (UID2654)	163	486	266	96.24	0	0	4334083	67710	3567	3567	76831	446	366	347	1893	1813
MAG00533	f__Lachnospiraceae (UID1286)	57	420	207	69.23	2.75	27.27	2153058	25057	2136	2137	6087	380	306	294	2666	2531
MAG00534	o__Clostridiales (UID1212)	172	263	149	96.64	1.68	92.31	2253326	36779	2140	2140	70931	376	305	288	1919	1774
MAG00535	f__Bifidobacteriaceae (UID1458)	77	464	220	56.68	0.64	0	1133287	11688	1233	1233	2669	347	276	267	1152	1123
MAG00536	o__Clostridiales (UID1212)	172	263	149	88.63	0.73	0	1807271	16461	1856	1856	8825	367	295	286	2687	2554
MAG00537	o__Clostridiales (UID1226)	155	278	158	59.18	3.59	0	1921632	24566	1976	1976	5005	361	288	276	2434	2340
MAG00538	f__Enterobacteriaceae (UID5121)	138	1162	336	92.78	1.78	37.5	4666015	46300	4692	4692	8510	359	298	288	1487	1429
MAG00539	o__Bacteroidales (UID2657)	160	492	269	89.65	0.87	33.33	3399114	50398	2823	2823	67874	432	364	346	1939	1857
MAG00540	f__Lachnospiraceae (UID1256)	33	333	171	92.65	0.19	50	2101767	26630	1961	1962	9962	406	322	308	4108	3853
MAG00541	k__Bacteria (UID203)	5449	102	56	62.32	0	0	1846229	17819	1885	1885	6885	358	290	280	1402	1359
MAG00542	f__Lachnospiraceae (UID1286)	57	420	207	80.53	3.07	30	2415193	29969	2322	2323	11479	381	314	301	2032	1957
MAG00543	o__Clostridiales (UID1212)	172	263	149	53.31	4.19	0	1407836	24169	1713	1713	2087	324	251	236	1958	1842
MAG00544	f__Lachnospiraceae (UID1286)	57	420	207	97.34	0.89	66.67	2584365	36969	2456	2456	21067	387	315	300	1832	1701
MAG00545	k__Bacteria (UID203)	5449	102	56	56.25	4.46	100	1522085	15217	1401	1401	28897	387	322	311	1735	1654
MAG00546	f__Enterobacteriaceae (UID5124)	134	1173	336	99.93	0.39	0	4968883	59057	4665	4665	142894	382	315	302	6926	6430
MAG00547	o__Clostridiales (UID1212)	172	257	149	94.4	0.67	0	2298102	19733	2198	2198	27587	370	305	296	3538	3333
MAG00548	p__Bacteroidetes (UID2605)	350	314	208	99.28	0.5	50	3207167	38185	2638	2638	194695	436	366	352	2007	1936
MAG00549	o__Clostridiales (UID1120)	304	247	141	85.63	1.12	25	1698036	21497	1880	1880	5478	343	275	264	1939	1827
MAG00550	o__Clostridiales (UID1212)	172	260	146	97.15	0.48	100	2717195	38910	2686	2687	13566	377	300	285	3156	2846
MAG00551	f__Lachnospiraceae (UID1256)	33	333	171	99.42	0	0	2488673	31801	2232	2232	81820	413	333	319	4108	3853
MAG00552	k__Bacteria (UID2372)	131	177	106	96.36	0	0	3317385	58197	3220	3221	53143	368	305	287	4096	3782
MAG00553	f__Lachnospiraceae (UID1256)	33	333	171	96.39	1.17	50	2565824	30980	2446	2446	62377	387	320	308	2560	2441
MAG00554	f__Lachnospiraceae (UID1256)	33	333	171	96.69	1.56	50	2181177	22979	2128	2128	54519	373	312	302	5453	5171
MAG00555	o__Clostridiales (UID1212)	172	261	147	97.96	0.74	50	2450928	21607	2292	2292	104129	371	314	305	2977	2866
MAG00556	o__Bacteroidales (UID2657)	160	492	269	55.02	4.36	57.89	2068869	29882	2013	2013	5354	397	313	298	1532	1447
MAG00557	o__Clostridiales (UID1212)	172	263	149	93.29	0.67	0	2470370	22966	2433	2433	169520	379	299	290	2833	2754
MAG00558	p__Bacteroidetes (UID2605)	350	314	208	89.63	4.01	10	1836633	19947	1810	1810	6909	376	295	284	1770	1678
MAG00559	o__Clostridiales (UID1212)	172	263	149	91.89	2.18	50	2384955	22617	2437	2437	10262	355	290	281	1446	1406
MAG00560	o__Clostridiales (UID1212)	172	263	149	98.66	0.34	0	2180167	36154	2065	2065	62016	377	307	289	2129	1902
MAG00561	o__Clostridiales (UID1212)	172	261	147	79.67	2.49	33.33	2489969	22200	2811	2811	3936	331	263	255	1360	1318
MAG00562	k__Bacteria (UID203)	5449	102	56	58.52	1.79	100	1750607	17573	1824	1824	5973	349	283	273	2872	2713
MAG00563	o__Bacteroidales (UID2617)	213	406	265	89.87	2.29	30	2770112	41156	2745	2745	4565	385	303	288	2733	2516
MAG00564	o__Clostridiales (UID1212)	172	263	149	92.95	0.89	50	2220043	18801	2194	2194	10082	365	296	288	1658	1564
MAG00565	o__Clostridiales (UID1212)	172	261	147	98.98	1.53	100	2628203	27826	2511	2511	61883	380	309	298	3578	3396
MAG00566	p__Actinobacteria (UID2112)	31	211	124	100	0.2	0	3386211	27172	3015	3015	82001	412	328	319	3828	3692
MAG00567	o__Clostridiales (UID1212)	172	261	147	97.28	0	0	2879932	30394	2597	2597	108286	387	328	316	3548	3298
MAG00568	k__Bacteria (UID203)	5449	104	58	85.56	2.82	38.89	1998500	20203	2106	2106	4662	354	278	268	1865	1783
MAG00569	o__Clostridiales (UID1226)	155	278	158	90.23	0.63	0	2831220	35330	2539	2539	17885	392	322	308	2621	2498
MAG00570	f__Bifidobacteriaceae (UID1462)	65	476	217	100	0	0	2258423	22809	1894	1894	216653	422	350	338	3195	3100
MAG00571	o__Clostridiales (UID1212)	172	263	149	81.47	0.67	100	3201218	55541	3410	3410	7554	350	273	257	2438	2232
MAG00572	f__Lachnospiraceae (UID1286)	57	420	207	69.24	1.01	0	1840746	22773	1819	1820	6604	378	307	294	1284	1226
MAG00573	o__Clostridiales (UID1212)	172	263	149	53.92	1.51	33.33	1130824	10982	1330	1330	2503	317	250	242	1250	1189
MAG00574	o__Selenomonadales (UID1024)	64	334	167	95.21	1.05	0	2103189	26295	2021	2021	41664	376	313	300	2531	2388
MAG00575	o__Clostridiales (UID1226)	155	278	158	64.58	0.06	100	1946329	22878	1858	1858	12881	378	309	296	1518	1448
MAG00576	o__Clostridiales (UID1212)	172	263	149	97.99	1.34	0	2956011	31113	2746	2746	177922	390	311	300	2425	2363
MAG00577	f__Bifidobacteriaceae (UID1460)	70	502	225	69	1.5	25	1448136	14873	1509	1509	3802	344	282	272	3106	3020
MAG00578	o__Clostridiales (UID1212)	172	263	149	87.79	2.15	0	2267821	23712	2284	2284	6450	356	284	273	4099	3902
MAG00579	o__Clostridiales (UID1212)	172	263	149	97.32	1.72	40	3244597	28657	3291	3291	96367	350	288	279	2076	1997
MAG00580	f__Lachnospiraceae (UID1256)	33	333	171	98.83	2.05	0	2581217	32299	2437	2437	67889	382	318	304	2737	2599
MAG00581	f__Lachnospiraceae (UID1256)	33	333	171	74.35	2.05	0	1634513	20165	1638	1638	9738	363	305	293	1519	1457
MAG00582	p__Actinobacteria (UID2112)	31	211	124	100	0.2	0	3445921	27794	3045	3045	219389	411	332	323	3828	3692
MAG00583	o__Bacteroidales (UID2621)	198	427	260	90.38	2.18	0	4065965	60711	3320	3320	95563	452	370	351	3265	3046
MAG00584	k__Bacteria (UID2372)	131	177	106	100	0	0	3639836	64011	3584	3585	181179	364	299	282	4096	3783
MAG00585	o__Clostridiales (UID1212)	172	263	149	69.77	0.17	0	2207848	25856	2238	2238	3302	357	274	263	1813	1721
MAG00586	o__Clostridiales (UID1212)	172	263	149	97.32	0.34	0	2167015	36000	2061	2061	108894	377	305	288	2147	1920
MAG00587	o__Clostridiales (UID1212)	172	260	146	98.63	0	0	2711847	38252	2516	2517	106238	391	318	303	3245	2928
MAG00588	k__Bacteria (UID2569)	434	278	186	66.18	1.48	25	2392484	33869	2616	2616	3102	349	276	263	1791	1712
MAG00589	f__Bifidobacteriaceae (UID1462)	65	476	217	60.69	1.51	0	1484899	15141	1731	1731	2353	324	253	245	1421	1385
MAG00590	o__Clostridiales (UID1212)	172	263	149	77.04	0.92	100	1850564	20695	2255	2255	3087	310	243	234	1567	1469
MAG00591	p__Bacteroidetes (UID2605)	350	314	208	99.52	1.92	0	2467148	27915	2223	2223	195858	400	320	307	2041	1956
MAG00592	o__Clostridiales (UID1226)	155	278	158	81.12	0.63	50	2130845	25335	1892	1892	112300	394	335	322	1880	1798
MAG00593	o__Clostridiales (UID1226)	155	278	158	83.33	0	0	2200400	28304	2050	2050	76299	389	326	312	1965	1889
MAG00594	k__Bacteria (UID2372)	131	177	106	70.01	0.94	0	1256049	13841	1611	1611	2553	293	234	225	1073	1040
MAG00595	o__Clostridiales (UID1226)	155	278	158	88.83	1.58	33.33	2815524	31250	2700	2700	14760	382	316	304	2835	2710
MAG00596	o__Clostridiales (UID1226)	155	278	158	88.34	0.63	100	2202605	27245	1979	1979	14800	392	321	307	1570	1477
MAG00597	p__Bacteroidetes (UID2605)	350	314	208	99.9	0.03	100	3241849	39025	2655	2655	191042	440	369	355	1751	1692
MAG00598	o__Clostridiales (UID1212)	172	263	149	96.31	2.37	37.5	2331479	19372	2398	2398	79188	350	286	277	1660	1569
MAG00599	o__Lactobacillales (UID544)	293	473	265	99.62	0	0	2594652	33175	2540	2540	121510	364	296	283	1943	1787
MAG00600	o__Clostridiales (UID1212)	172	263	149	97.99	1.34	0	2969351	31361	2775	2775	177098	387	310	298	2425	2363
MAG00601	k__Bacteria (UID2372)	131	177	106	96.23	0.94	0	1953470	19682	1973	1973	14477	362	295	285	2142	2015
MAG00602	o__Clostridiales (UID1342)	32	340	177	86.93	0	0	5208542	57565	4822	4822	31292	375	319	307	2618	2501
MAG00603	p__Bacteroidetes (UID2605)	350	314	208	97.78	1.12	33.33	3017033	35713	2482	2482	84468	438	367	353	2007	1936
MAG00604	o__Clostridiales (UID1212)	172	263	149	97.99	0	0	2501503	28436	2191	2191	112199	407	334	322	9045	8493
MAG00605	o__Clostridiales (UID1212)	172	263	149	97.32	0.34	0	2620402	46295	2376	2376	117340	397	325	305	3175	2886
MAG00606	o__Clostridiales (UID1212)	172	261	147	97.28	0	0	3028702	32366	2731	2731	289836	386	328	316	3548	3298
MAG00607	f__Lachnospiraceae (UID1286)	57	420	207	85.06	2.29	12.5	2670668	37225	2701	2701	8618	365	295	281	1551	1445
MAG00608	o__Clostridiales (UID1212)	172	257	149	95.3	1.48	66.67	2798919	23783	2746	2746	76973	378	303	294	1737	1667
MAG00609	o__Selenomonadales (UID1024)	64	334	167	100	2.1	0	2331495	30192	2196	2196	234282	383	321	307	1996	1887
MAG00610	o__Clostridiales (UID1212)	172	257	149	85.26	2.18	0	1991095	16417	2133	2133	7066	331	273	266	1813	1734
MAG00611	f__Lachnospiraceae (UID1256)	33	333	171	98.83	0.03	100	2606504	33304	2349	2349	111247	414	332	318	4108	3853
MAG00612	o__Clostridiales (UID1212)	172	261	147	100	0	0	2930471	31469	2797	2797	122523	382	307	296	3578	3396
MAG00613	o__Clostridiales (UID1212)	172	257	149	75.11	0.27	0	1796052	15127	1910	1910	11574	344	277	269	2246	2123
MAG00614	o__Bacteroidales (UID2654)	163	486	266	97.41	0.38	0	4470994	69690	3696	3696	91868	444	362	343	2240	2118
MAG00615	o__Bacteroidales (UID2617)	213	406	265	99.62	0	0	3102877	46056	2471	2471	208424	441	374	355	4560	4213
MAG00616	o__Clostridiales (UID1212)	172	263	149	50.68	0.69	50	1176172	9987	1466	1466	2641	310	239	232	2492	2421
MAG00617	o__Clostridiales (UID1212)	172	263	149	97.99	1.01	0	2712382	48744	2315	2315	78232	431	358	336	13832	12760
MAG00618	k__Bacteria (UID2569)	434	278	186	99.46	0	0	4364365	67958	3560	3560	94030	429	373	353	1908	1790
MAG00619	o__Clostridiales (UID1212)	172	263	149	69.92	1.4	0	1891983	17770	2277	2277	3177	310	246	239	1221	1174
MAG00620	o__Clostridiales (UID1226)	155	278	158	85.05	3.01	50	3015432	38555	2786	2786	77027	383	322	308	2327	2190
MAG00621	p__Bacteroidetes (UID2605)	350	314	208	96.15	1.44	0	2223662	24689	1966	1966	102862	403	326	313	2041	1956
MAG00622	f__Enterobacteriaceae (UID5124)	134	1173	336	99.97	0.2	0	4970873	56362	4659	4659	819117	379	317	305	3485	3249
MAG00623	o__Clostridiales (UID1212)	172	263	149	97.99	1.34	0	2975243	31212	2754	2754	177098	391	313	301	2616	2519
MAG00624	k__Bacteria (UID203)	5449	104	58	55.52	0	0	2878665	42490	2558	2558	11990	415	340	324	1939	1856
MAG00625	p__Bacteroidetes (UID2605)	350	314	208	97.68	0	0	3037967	36260	2438	2438	143074	444	377	363	1751	1692
MAG00626	p__Actinobacteria (UID2112)	31	211	124	54.82	1.17	0	1936539	15700	2405	2405	2189	305	237	230	1339	1270
MAG00627	k__Bacteria (UID203)	5449	104	58	67.71	1.72	100	2361422	24657	2224	2224	5775	401	317	306	1413	1304
MAG00628	f__Bifidobacteriaceae (UID1462)	65	476	217	56.58	0.86	40	1154192	11358	1321	1321	2584	335	260	251	1318	1252
MAG00629	o__Clostridiales (UID1212)	172	263	149	57.75	4.67	7.69	1573156	12895	1853	1853	4732	317	254	247	1232	1194
MAG00630	o__Clostridiales (UID1212)	172	263	149	98.66	1.01	50	2177475	35944	2067	2067	65721	373	305	288	2129	1902
MAG00631	p__Bacteroidetes (UID2605)	350	314	208	64.08	3.08	16.67	2073368	25028	2297	2297	2913	336	266	255	1270	1196
MAG00632	o__Selenomonadales (UID1024)	64	334	167	99.98	2.1	0	2373230	30746	2236	2236	282376	382	320	307	2531	2388
MAG00633	p__Bacteroidetes (UID2605)	350	314	208	99.28	0.48	0	3034220	35930	2470	2470	138091	438	372	357	2007	1936
MAG00634	o__Clostridiales (UID1212)	172	263	149	91.82	1.9	25	2022037	35010	1994	1994	10252	383	310	293	2458	2266
MAG00635	k__Bacteria (UID203)	5449	104	58	71.88	3.45	100	3790469	55412	3079	3079	34965	449	369	351	5547	5207
MAG00636	f__Pasteurellaceae (UID4932)	83	767	440	94.9	3.41	52.17	1799678	24811	1959	1959	8129	337	280	267	1417	1370
MAG00637	o__Clostridiales (UID1212)	172	263	149	93.29	0.67	0	2286927	20741	2231	2231	113804	376	302	292	2833	2754
MAG00638	o__Clostridiales (UID1212)	172	261	147	98.45	0	0	2626954	27981	2512	2512	94136	381	308	297	3578	3396
MAG00639	o__Lactobacillales (UID544)	293	473	265	99.62	0.38	100	2644479	33904	2592	2592	121519	364	295	282	1943	1787
MAG00640	p__Bacteroidetes (UID2605)	350	314	208	93.49	2.24	33.33	2642005	31323	2140	2140	81961	445	374	360	2483	2421
MAG00641	k__Bacteria (UID2372)	131	177	106	100	0	0	3703583	65148	3663	3664	102452	362	298	280	4096	3783
MAG00642	o__Clostridiales (UID1212)	172	260	146	98.63	0	0	2704066	38050	2497	2498	73279	395	320	305	3245	2928
MAG00643	f__Lachnospiraceae (UID1286)	57	420	207	78.91	4.59	31.25	2228584	27784	2173	2173	8386	379	310	297	2477	2377
MAG00644	o__Clostridiales (UID1212)	172	261	147	93.59	0.74	50	2170991	21821	2065	2065	33349	372	310	299	1736	1655
MAG00645	o__Bacteroidales (UID2657)	160	492	269	95.54	0.02	100	4653648	69411	3856	3856	221167	430	361	343	1958	1864
MAG00646	k__Bacteria (UID203)	5449	104	58	70.69	3.45	50	5419440	85221	4308	4308	69497	467	378	358	2099	1966
MAG00647	o__Bacteroidales (UID2621)	198	427	260	99.04	0.38	0	4627145	70273	3802	3802	116045	436	371	352	2473	2293
MAG00648	o__Clostridiales (UID1212)	172	263	149	87.07	1.52	62.5	2624465	47432	2803	2803	4645	345	275	258	2554	2326
MAG00649	o__Bacteroidales (UID2621)	198	427	260	78.01	1.86	0	3235749	48254	2920	2920	6909	422	337	320	3265	3045
MAG00650	o__Clostridiales (UID1212)	172	261	147	97.28	0	0	2947129	31390	2650	2650	169185	385	329	317	3548	3298
MAG00651	f__Lachnospiraceae (UID1256)	33	333	171	99.42	0	0	2818824	34713	2665	2665	113814	393	321	308	2252	2104
MAG00652	o__Clostridiales (UID1212)	172	263	149	87.98	0.22	100	2117330	23259	2188	2188	6270	360	285	274	1889	1766
MAG00653	k__Bacteria (UID2569)	434	278	186	74.83	0	0	2636826	37097	2728	2728	4087	367	291	278	1760	1658
MAG00654	o__Bacteroidales (UID2617)	213	406	265	99.62	0	0	3169624	47186	2549	2549	191858	439	370	352	4560	4213
MAG00655	f__Lachnospiraceae (UID1256)	33	333	171	99.42	0	0	2581237	33398	2324	2324	81892	414	332	318	4108	3853
MAG00656	o__Clostridiales (UID1212)	172	263	149	98.66	0	0	2022697	35739	1857	1857	145233	389	329	310	2802	2530
MAG00657	o__Clostridiales (UID1226)	155	278	158	54.61	0	0	1499871	18713	1410	1410	7891	393	316	303	2434	2318
MAG00658	p__Proteobacteria (UID3887)	1487	255	158	99.37	0	0	2280054	26216	2194	2194	18876	377	307	295	1957	1788
MAG00659	o__Selenomonadales (UID1024)	64	334	167	100	1.5	0	2273239	29373	2116	2116	114488	388	325	311	4902	4506
MAG00660	o__Clostridiales (UID1212)	172	261	147	93.54	0.68	0	2221921	22577	1946	1946	14698	384	323	312	1557	1494
MAG00661	o__Bacteroidales (UID2657)	160	492	269	97.11	0.87	33.33	4208950	62932	3349	3349	165737	457	383	364	2354	2185
MAG00662	k__Bacteria (UID203)	5449	103	57	62.78	0	0	1130977	24070	1268	1268	4310	318	254	235	2746	2524
MAG00663	o__Clostridiales (UID1212)	172	263	149	65.01	1.15	11.11	1409166	18230	1715	1715	2905	305	252	241	1471	1391
MAG00664	o__Clostridiales (UID1212)	172	261	147	97.52	1.02	0	2466827	25419	2294	2294	21585	380	319	308	3626	3356
MAG00665	o__Clostridiales (UID1212)	172	263	149	89.33	1.07	33.33	1939978	35637	1980	1980	9624	361	295	277	2703	2498
MAG00666	o__Clostridiales (UID1212)	172	261	147	97.71	0	0	2359084	24183	2203	2203	84078	382	313	302	2247	2169
MAG00667	o__Clostridiales (UID1212)	172	263	149	75.21	3.13	0	1502735	33735	1511	1511	126614	369	296	273	6467	5885
MAG00668	p__Actinobacteria (UID2112)	31	211	124	85.24	3.43	50	2297074	18652	2283	2283	5717	375	295	287	1696	1684
MAG00669	p__Bacteroidetes (UID2605)	350	314	208	99.52	0.96	0	2273927	25351	2009	2009	112118	400	326	313	1537	1457
MAG00670	f__Lachnospiraceae (UID1286)	57	420	207	96.44	1.85	57.14	2853759	33888	2607	2607	36471	402	330	317	2666	2531
MAG00671	o__Clostridiales (UID1212)	172	263	149	99.29	0	0	2608070	44482	2346	2347	182738	386	327	308	2410	2243
MAG00672	o__Clostridiales (UID1212)	172	263	149	98.66	0.67	0	2759394	34449	2477	2477	29068	405	327	313	2213	2092
MAG00673	o__Clostridiales (UID1226)	155	278	158	97.36	0.85	33.33	2725778	31780	2523	2523	25432	391	320	308	2180	2038
MAG00674	o__Bacteroidales (UID2654)	163	485	265	89.26	0.88	14.29	4264909	67339	3410	3410	72917	458	377	357	1893	1813
MAG00675	o__Clostridiales (UID1212)	172	263	149	79.35	0.67	0	1531627	33083	1448	1450	61795	373	305	282	5612	5074
MAG00676	o__Bacteroidales (UID2657)	160	492	269	82.83	1.18	0	3010331	45019	2532	2532	46484	429	356	339	1882	1798
MAG00677	o__Clostridiales (UID1226)	155	278	158	80.77	0	0	2238220	27458	2085	2085	8872	383	308	295	1754	1696
MAG00678	o__Clostridiales (UID1212)	172	263	149	83.77	2.01	75	1770311	21892	2045	2045	3703	330	261	250	1258	1203
MAG00679	f__Bifidobacteriaceae (UID1458)	77	464	220	100	0.23	0	2188362	23902	1735	1735	495016	426	367	353	3111	3010
MAG00680	o__Clostridiales (UID1212)	172	263	149	65.74	1.68	0	1327728	20372	1478	1478	3351	326	266	252	1554	1467
MAG00681	o__Bacteroidales (UID2657)	160	492	269	88.32	0.56	0	3076994	45792	2532	2532	119276	432	366	348	1939	1857
MAG00682	f__Lachnospiraceae (UID1286)	57	420	207	98.79	0.48	0	3150447	46118	3002	3002	69315	384	311	296	2482	2345
MAG00683	o__Bacteroidales (UID2617)	213	406	265	90.88	1.03	33.33	2777846	44627	2505	2505	6626	409	334	316	2211	2064
MAG00684	o__Bacteroidales (UID2617)	213	406	265	99.62	0.38	100	3101781	46332	2460	2460	203671	445	376	358	4560	4213
MAG00685	p__Bacteroidetes (UID2605)	350	314	208	95.05	0.96	0	2924879	33850	2446	2446	100960	432	358	344	2007	1935
MAG00686	o__Clostridiales (UID1212)	172	263	149	98.66	0.34	0	2489792	40630	2420	2420	125722	366	298	281	2515	2232
MAG00687	f__Lachnospiraceae (UID1256)	33	333	171	79.74	2.34	40	1866779	23552	1866	1866	4960	378	301	288	3913	3665
MAG00688	p__Actinobacteria (UID2112)	31	211	124	99.19	0.4	100	1890793	15757	1626	1626	38899	405	341	332	3273	3128
MAG00689	o__Clostridiales (UID1212)	172	263	149	75.4	0.89	25	1429607	28251	1385	1385	38679	364	298	277	2817	2593
MAG00690	f__Lachnospiraceae (UID1286)	57	420	207	98.55	1.93	16.67	3004353	38149	2792	2793	37776	390	322	308	2727	2566
MAG00691	o__Clostridiales (UID1212)	172	261	147	66.42	0.68	0	1811237	18344	2000	2000	3565	345	273	264	1511	1414
MAG00692	g__Prevotella (UID2724)	55	567	296	86.3	3.24	15.38	2900650	43930	2994	2994	3560	381	289	274	2513	2337
MAG00693	o__Clostridiales (UID1120)	304	250	143	88.09	1.81	25	1524547	22842	1751	1751	3693	323	257	244	1323	1224
MAG00694	g__Corynebacterium (UID1936)	80	584	243	97.7	0.22	25	2648547	22599	2555	2555	11828	372	298	289	2623	2559
MAG00695	p__Actinobacteria (UID2112)	31	211	124	59.27	1.21	0	1220127	10687	1320	1320	3055	348	274	265	1480	1430
MAG00696	o__Clostridiales (UID1212)	172	261	147	93.05	0.85	0	2617660	27476	2416	2416	8494	381	313	301	2018	1907
MAG00697	g__Bacteroides (UID2691)	33	839	309	93.78	1.53	45.45	4021931	63639	3411	3411	12481	444	358	339	1913	1821
MAG00698	g__Prevotella (UID2724)	55	567	296	98.99	0.72	0	2767596	41769	2422	2422	36852	401	325	308	2595	2448
MAG00699	o__Lactobacillales (UID544)	293	475	267	99.44	0.06	0	2947900	38598	2913	2913	53649	356	290	277	1451	1398
MAG00700	p__Proteobacteria (UID3887)	1487	256	161	96.89	0.62	50	2642781	22839	2467	2467	8363	385	312	303	1935	1893
MAG00701	g__Streptococcus (UID684)	26	668	229	94.63	0.56	60	1671464	21741	1861	1861	36447	320	255	244	1644	1547
MAG00702	o__Lactobacillales (UID544)	293	473	265	98.47	0.75	0	3295879	40291	3173	3173	185051	363	305	293	1830	1713
MAG00703	o__Actinomycetales (UID1530)	622	254	150	88.22	0.67	0	2069430	17960	1835	1835	8731	380	312	302	1630	1574
MAG00704	o__Selenomonadales (UID1024)	64	334	167	99.4	0	0	1635745	18043	1543	1543	169971	376	321	309	3535	3236
MAG00705	f__Actinomycetaceae (UID1531)	42	420	211	98.58	0.71	50	1908569	15358	1688	1688	56319	416	347	338	3047	2979
MAG00706	o__Lactobacillales (UID544)	293	475	267	99.44	0.06	0	2837594	37113	2793	2793	32314	360	292	279	2701	2516
MAG00707	o__Clostridiales (UID1212)	172	263	149	97.76	0.34	0	2354845	38575	2268	2268	47904	377	302	285	2147	1919
MAG00708	f__Enterobacteriaceae (UID5121)	138	1162	336	99.5	0.43	0	5020103	54585	4719	4719	248669	377	317	305	2861	2738
MAG00709	k__Bacteria (UID203)	5449	104	58	73.62	0	0	4851244	56643	4497	4497	90433	383	318	306	3207	3104
MAG00710	g__Streptococcus (UID561)	89	679	295	87.74	0.42	0	1795756	22030	1709	1709	73167	373	312	300	2592	2419
MAG00711	f__Bifidobacteriaceae (UID1458)	77	463	220	97.26	1.19	0	1698760	19565	1598	1598	14876	379	310	298	3100	3004
MAG00712	k__Bacteria (UID203)	5449	104	58	71.19	0	0	5692690	60637	5390	5390	57016	371	313	302	2861	2738
MAG00713	f__Enterobacteriaceae (UID5124)	134	1173	336	99.52	2.18	65	4842850	56339	4518	4518	145398	383	317	304	3164	3078
MAG00714	o__Clostridiales (UID1342)	32	340	177	98.11	0	0	5499066	61249	5010	5010	92394	385	327	315	3428	3293
MAG00715	o__Lactobacillales (UID544)	293	475	267	99.06	0.56	0	2527111	32107	2445	2445	57963	363	299	286	1451	1398
MAG00716	o__Selenomonadales (UID1024)	64	334	167	80.88	1.72	60	1319059	13792	1466	1466	6381	327	268	259	1594	1503
MAG00717	o__Lactobacillales (UID544)	293	473	265	95.61	0.75	0	3148853	38260	3054	3054	99160	364	304	292	2318	2170
MAG00718	g__Bacteroides (UID2691)	33	839	309	63.11	0	0	2903054	45528	2354	2354	218217	447	372	353	1984	1882
MAG00719	g__Streptococcus (UID561)	89	679	295	90.35	1.42	66.67	1793264	21971	1797	1797	16014	348	300	287	1871	1763
MAG00720	o__Bacteroidales (UID2654)	163	486	266	99.25	3.88	0	4941905	77845	4020	4020	112045	457	370	351	2184	2062
